Timestamp,Value,Category,
2020/7/1 2:51,42204.0189,0,
2020/7/2 7:30,42204.0394,0,
2020/7/3 3:05,42204.0543,0,
2020/7/3 15:09,42204.0644,0,
2020/7/4 3:12,42204.0756,0,
2020/7/4 15:16,42204.088,0,
2020/7/5 3:19,42204.0992,0,
2020/7/5 15:23,42204.1102,0,
2020/7/6 2:00,42204.1228,0,
2020/7/7 3:33,42204.1498,0,
2020/7/8 2:40,42204.1765,0,
2020/7/9 2:57,42204.2057,0,
2020/7/10 1:54,42204.2378,0,
2020/7/10 2:46,42204.2372,0,
2020/7/11 7:50,42204.276,0,
2020/7/11 20:08,42204.2923,0,
2020/7/12 1:42,42204.3015,0,
2020/7/13 2:32,42204.3361,0,
2020/7/14 2:44,42204.3732,0,
2020/7/14 19:24,42204.3976,0,
2020/7/15 2:46,42204.4111,0,
2020/7/16 2:05,42204.4494,0,
2020/7/17 2:01,42204.4907,0,
2020/7/18 3:07,42204.5345,0,
2020/7/19 3:14,42204.5797,0,
2020/7/20 2:50,42204.6244,0,
2020/7/21 1:29,42204.668,0,
2020/7/21 2:50,42204.6688,0,
2020/7/22 1:52,42204.7149,0,
2020/7/23 1:59,42204.7666,0,
2020/7/24 2:06,42204.8177,0,
2020/7/25 2:13,42204.8731,0,
2020/7/26 2:19,42204.9318,0,
2020/7/27 2:27,42204.9934,0,
2020/7/28 2:34,42205.056,0,
2020/7/29 0:57,42205.1148,0,
2020/7/30 1:04,42205.1859,0,
2020/7/31 2:54,42205.2629,0,
2020/8/1 1:32,42205.3306,0,
2020/8/2 1:25,42205.4045,0,
2020/8/2 6:39,42205.425,0,
2020/8/3 5:27,42205.4955,0,
2020/8/4 1:39,42205.5599,0,
2020/8/5 1:46,42205.636,0,
2020/8/6 3:19,42205.7212,0,
2020/8/7 3:38,42205.8018,0,
2020/8/8 0:24,42205.8687,0,
2020/8/9 1:45,42205.9578,0,
2020/8/10 0:38,42206.034,0,
2020/8/11 0:45,42206.1152,0,
2020/8/11 23:08,42206.1899,0,
2020/8/12 3:45,42206.2099,0,
2020/8/13 0:59,42206.2835,0,
2020/8/13 11:19,42206.3139,0,
2020/8/14 1:06,42206.3611,0,
2020/8/14 8:46,42206.3872,0,
2020/8/14 23:29,42206.4392,0,
2020/8/16 4:42,42206.544,0,
2020/8/16 6:21,42206.5511,0,
2020/8/17 1:27,42206.6191,0,
2020/8/18 8:17,42206.736,0,
2020/8/19 1:41,42206.8017,0,
2020/8/20 0:04,42206.8855,0,
2020/8/21 3:12,42206.9914,0,
2020/8/21 9:14,42207.0145,0,
2020/8/22 10:38,42207.1128,0,
2020/8/23 9:51,42207.2059,0,
2020/8/24 10:52,42207.3104,0,
2020/8/25 10:59,42207.4108,0,
2020/8/26 2:36,42207.4776,0,
2020/8/26 11:06,42207.5133,0,
2020/8/27 0:53,42207.5724,0,
2020/8/28 3:28,42207.6873,0,
2020/8/29 1:07,42207.782,0,
