Timestamp,Value,Category
2024-02-01 00:00:00,6999.480012208454,0
2024-02-01 00:10:00,7002.205086605011,0
2024-02-01 00:20:00,7005.854768353254,0
2024-02-01 00:30:00,7000.576653374175,0
2024-02-01 00:40:00,7000.499458265776,0
2024-02-01 00:50:00,7001.086721817743,0
2024-02-01 01:00:00,6998.855586289337,0
2024-02-01 01:10:00,7002.3208809599655,0
2024-02-01 01:20:00,7003.348761393828,0
2024-02-01 01:30:00,7008.610162969658,0
2024-02-01 01:40:00,7009.330166954341,0
2024-02-01 01:50:00,7004.180470759232,0
2024-02-01 02:00:00,7005.028184069466,0
2024-02-01 02:10:00,7007.972617416777,0
2024-02-01 02:20:00,7002.213881049694,0
2024-02-01 02:30:00,7004.445029156401,0
2024-02-01 02:40:00,7013.131951912464,0
2024-02-01 02:50:00,7009.52485367702,0
2024-02-01 03:00:00,7015.918325371975,0
2024-02-01 03:10:00,7011.629769988614,0
2024-02-01 03:20:00,7009.590582755815,0
2024-02-01 03:30:00,7009.025208231056,0
2024-02-01 03:40:00,7011.914147183467,0
2024-02-01 03:50:00,7014.596649131624,0
2024-02-01 04:00:00,7012.452354695153,0
2024-02-01 04:10:00,7014.885798681114,0
2024-02-01 04:20:00,7015.421908143392,0
2024-02-01 04:30:00,7010.4859261632555,0
2024-02-01 04:40:00,7012.253058439562,0
2024-02-01 04:50:00,7010.674649342407,0
2024-02-01 05:00:00,7011.7727994480065,0
2024-02-01 05:10:00,7016.148736744791,0
2024-02-01 05:20:00,7017.326525974337,0
2024-02-01 05:30:00,7015.742040902538,0
2024-02-01 05:40:00,7017.559290971715,0
2024-02-01 05:50:00,7017.803941037171,0
2024-02-01 06:00:00,7018.894832356019,0
2024-02-01 06:10:00,7019.835428971945,0
2024-02-01 06:20:00,7016.804034488609,0
2024-02-01 06:30:00,7020.721189081515,0
2024-02-01 06:40:00,7017.9285444642255,0
2024-02-01 06:50:00,7025.885952807403,0
2024-02-01 07:00:00,7023.374482862298,0
2024-02-01 07:10:00,7026.114825993532,0
2024-02-01 07:20:00,7020.66105021766,0
2024-02-01 07:30:00,7020.335484521724,0
2024-02-01 07:40:00,7021.984810104953,0
2024-02-01 07:50:00,7025.004103121612,0
2024-02-01 08:00:00,7024.628758211492,0
2024-02-01 08:10:00,7030.631422509704,1
2024-02-01 08:20:00,7025.273164998436,0
2024-02-01 08:30:00,7025.991320482289,0
2024-02-01 08:40:00,7030.105652433366,1
2024-02-01 08:50:00,7022.554852026715,0
2024-02-01 09:00:00,7025.313834230342,0
2024-02-01 09:10:00,7031.387344124712,1
2024-02-01 09:20:00,7026.322290042826,0
2024-02-01 09:30:00,7031.050787537955,1
2024-02-01 09:40:00,7027.592649675065,0
2024-02-01 09:50:00,7033.188894504523,1
2024-02-01 10:00:00,7028.845124560494,0
2024-02-01 10:10:00,7034.496845252931,1
2024-02-01 10:20:00,7033.219259632692,1
2024-02-01 10:30:00,7032.783725846651,1
2024-02-01 10:40:00,7031.009609544463,1
2024-02-01 10:50:00,7025.5474955275895,0
2024-02-01 11:00:00,7036.259801933692,1
2024-02-01 11:10:00,7034.6820925029115,1
