序号,时间,半长轴,星下点经度(°),异常值,控制状态,日期
1,2020-07-02 06:10:48,41869.0533,-53.8008,0,0,2020-07-02
2,2020-07-02 06:10:48,41869.0522,-53.8011,0,0,2020-07-02
3,2020-07-03 05:51:47,41869.1635,-50.0227,0,0,2020-07-03
4,2020-07-04 05:32:46,41869.2734,-46.2461,0,0,2020-07-04
5,2020-07-04 05:32:46,41869.272,-46.2461,0,0,2020-07-04
6,2020-07-04 05:32:47,41869.2707,-46.2463,0,0,2020-07-04
7,2020-07-05 05:13:46,41869.3767,-42.4711,0,0,2020-07-05
8,2020-07-06 04:54:46,41869.4756,-38.6975,0,0,2020-07-06
9,2020-07-06 04:54:46,41869.4767,-38.6977,0,0,2020-07-06
10,2020-07-06 04:54:46,41869.4748,-38.6976,0,0,2020-07-06
11,2020-07-07 04:35:45,41869.5665,-34.9253,0,0,2020-07-07
12,2020-07-08 04:16:44,41869.648,-31.1541,0,0,2020-07-08
13,2020-07-08 04:16:44,41869.648,-31.1541,0,0,2020-07-08
14,2020-07-09 03:57:42,41869.7185,-27.3839,0,0,2020-07-09
15,2020-07-09 03:57:42,41869.7183,-27.3841,0,0,2020-07-09
16,2020-07-10 03:38:40,41869.7767,-23.6146,0,0,2020-07-10
17,2020-07-11 03:19:39,41869.821,-19.8462,0,0,2020-07-11
18,2020-07-11 03:19:39,41869.8202,-19.8464,0,0,2020-07-11
19,2020-07-12 03:00:38,41869.8505,-16.0784,0,0,2020-07-12
20,2020-07-12 03:00:38,41869.8497,-16.0786,0,0,2020-07-12
21,2020-07-13 02:41:37,41869.8656,-12.3106,0,0,2020-07-13
22,2020-07-14 02:22:37,41869.8659,-8.5429,0,0,2020-07-14
23,2020-07-15 02:03:38,41869.8502,-4.7751,0,0,2020-07-15
24,2020-07-16 01:44:39,41869.8188,-1.0072,0,0,2020-07-16
25,2020-07-17 01:25:40,41869.7736,2.7615,0,0,2020-07-17
26,2020-07-17 01:25:40,41869.7723,2.7615,0,0,2020-07-17
27,2020-07-18 01:06:41,41869.7119,6.531,0,0,2020-07-18
28,2020-07-18 01:06:41,41869.7106,6.5311,0,0,2020-07-18
29,2020-07-19 00:47:42,41869.634,10.3015,0,0,2020-07-19
30,2020-07-20 00:28:43,41869.5434,14.0732,0,0,2020-07-20
31,2020-07-21 00:09:42,41869.4398,17.8464,0,0,2020-07-21
32,2020-07-21 23:50:39,41869.326,21.6212,0,0,2020-07-21
33,2020-07-22 23:31:36,41869.201,25.3979,0,0,2020-07-22
34,2020-07-22 23:31:36,41869.2021,25.3977,0,0,2020-07-22
35,2020-07-24 22:53:25,41868.9354,32.9559,0,0,2020-07-24
36,2020-07-25 22:34:20,41868.7999,36.7374,0,0,2020-07-25
37,2020-07-25 22:34:20,41868.7994,36.737,0,0,2020-07-25
38,2020-07-26 22:15:14,41868.6649,40.5208,0,0,2020-07-26
39,2020-07-26 22:15:14,41868.6652,40.5206,0,0,2020-07-26
40,2020-07-29 21:18:00,41868.2989,51.88,0,0,2020-07-29
41,2020-07-29 21:18:00,41868.2959,51.8797,0,0,2020-07-29
42,2020-07-31 20:39:52,41868.1069,59.4591,0,0,2020-07-31
43,2020-07-31 20:39:52,41868.1069,59.459,0,0,2020-07-31
44,2020-08-01 20:20:47,41868.0356,63.2502,0,0,2020-08-01
45,2020-08-01 20:20:47,41868.0353,63.2502,0,0,2020-08-01
46,2020-08-02 20:01:42,41867.9813,67.0421,0,0,2020-08-02
47,2020-08-03 19:42:35,41867.9452,70.8343,0,0,2020-08-03
48,2020-08-04 19:23:28,41867.9284,74.6269,0,0,2020-08-04
49,2020-08-05 19:04:20,41867.9309,78.4195,0,0,2020-08-05
50,2020-08-06 18:45:13,41867.9529,82.2118,0,0,2020-08-06
51,2020-08-06 18:45:13,41867.9521,82.2115,0,0,2020-08-06
52,2020-08-07 18:26:05,41867.9926,86.0034,0,0,2020-08-07
53,2020-08-07 18:26:05,41867.9932,86.0036,0,0,2020-08-07
54,2020-08-08 18:06:58,41868.0546,89.7951,0,0,2020-08-08
55,2020-08-08 18:06:58,41868.0549,89.795,0,0,2020-08-08
56,2020-08-08 18:06:58,41868.0532,89.7947,0,0,2020-08-08
57,2020-08-10 17:28:46,41868.2298,97.3747,0,0,2020-08-10
58,2020-08-10 17:28:46,41868.23,97.3747,0,0,2020-08-10
59,2020-08-10 17:28:46,41868.2295,97.3744,0,0,2020-08-10
60,2020-08-12 16:50:37,41868.4675,104.9491,0,0,2020-08-12
61,2020-08-12 16:50:37,41868.4672,104.9493,0,0,2020-08-12
62,2020-08-14 16:12:32,41868.7473,112.5176,0,0,2020-08-14
63,2020-08-14 16:12:32,41868.7481,112.5176,0,0,2020-08-14
64,2020-08-14 16:12:32,41868.747,112.5175,0,0,2020-08-14
65,2020-08-16 15:34:27,41869.0462,120.079,0,0,2020-08-16
66,2020-08-17 15:15:24,41869.1944,123.8572,0,0,2020-08-17
67,2020-08-17 15:15:24,41869.1941,123.8571,0,0,2020-08-17
