序号,时间,半长轴,星下点经度(°),异常值,控制状态,日期
1,2020-07-01 06:11:37,42151.568,-37.7095,0,0,2020-07-01
2,2020-07-01 16:32:01,42151.6033,-37.2487,0,0,2020-07-01
3,2020-07-02 18:22:32,42151.7137,-37.4094,0,0,2020-07-02
4,2020-07-03 06:25:59,42151.7546,-37.4882,0,0,2020-07-03
5,2020-07-03 16:46:16,42151.791,-36.986,0,0,2020-07-03
6,2020-07-04 05:03:42,42151.8409,-36.9295,0,0,2020-07-04
7,2020-07-05 04:57:12,42151.9344,-36.7563,0,0,2020-07-05
8,2020-07-05 17:00:46,42151.9815,-36.7323,0,0,2020-07-05
9,2020-07-06 17:07:56,42152.0745,-36.6069,0,0,2020-07-06
10,2020-07-07 17:15:11,42152.1709,-36.4826,0,0,2020-07-07
11,2020-07-08 05:18:46,42152.2101,-36.4633,0,0,2020-07-08
12,2020-07-08 17:22:22,42152.2555,-36.3567,0,0,2020-07-08
13,2020-07-09 05:25:53,42152.3014,-36.3657,0,0,2020-07-09
14,2020-07-09 17:29:28,42152.3535,-36.2323,0,0,2020-07-09
15,2020-07-10 03:49:49,42152.3905,-35.7269,0,0,2020-07-10
16,2020-07-10 17:36:38,42152.4364,-36.1049,0,0,2020-07-10
17,2020-07-11 09:19:41,42152.4885,-36.3591,0,0,2020-07-11
18,2020-07-11 17:43:50,42152.5247,-35.9773,0,0,2020-07-11
19,2020-07-12 03:53:31,42152.5614,-35.4816,0,0,2020-07-12
20,2020-07-12 05:47:26,42152.5644,-36.066,0,0,2020-07-12
21,2020-07-13 16:14:57,42152.6978,-35.4534,0,0,2020-07-13
22,2020-07-14 04:18:36,42152.7359,-35.3583,0,0,2020-07-14
23,2020-07-16 04:32:57,42152.8958,-35.1816,0,0,2020-07-16
24,2020-07-16 16:36:29,42152.9429,-35.106,0,0,2020-07-16
25,2020-07-17 04:40:08,42152.9844,-35.0949,0,0,2020-07-17
26,2020-07-17 16:43:35,42153.0261,-34.9906,0,0,2020-07-17
27,2020-07-18 04:47:14,42153.0662,-35.0063,0,0,2020-07-18
28,2020-07-19 04:54:28,42153.1466,-34.9168,0,0,2020-07-19
29,2020-07-19 16:58:02,42153.1886,-34.7569,0,0,2020-07-19
30,2020-07-20 05:01:39,42153.2292,-34.826,0,0,2020-07-20
31,2020-07-20 17:05:14,42153.2696,-34.6378,0,0,2020-07-20
32,2020-07-21 05:08:30,42153.311,-34.7314,0,0,2020-07-21
33,2020-07-22 03:32:47,42153.3864,-34.1235,0,0,2020-07-22
34,2020-07-23 03:39:53,42153.4696,-34.0431,0,0,2020-07-23
35,2020-07-23 15:43:33,42153.5026,-34.0273,0,0,2020-07-23
36,2020-07-24 03:47:03,42153.5441,-33.9627,0,0,2020-07-24
37,2020-07-24 15:50:40,42153.5858,-33.9208,0,0,2020-07-24
38,2020-07-25 03:54:18,42153.6281,-33.8843,0,0,2020-07-25
39,2020-07-26 04:01:29,42153.7041,-33.8044,0,0,2020-07-26
40,2020-07-26 16:05:00,42153.7438,-33.7067,0,0,2020-07-26
41,2020-07-27 04:08:38,42153.7825,-33.7239,0,0,2020-07-27
42,2020-07-28 04:15:50,42153.8632,-33.6428,0,0,2020-07-28
43,2020-07-29 02:39:41,42153.9411,-33.0249,0,0,2020-07-29
44,2020-07-29 04:22:57,42153.9458,-33.5599,0,0,2020-07-29
45,2020-07-29 16:26:36,42153.9865,-33.3787,0,0,2020-07-29
46,2020-07-31 03:05:00,42154.11,-32.9371,0,0,2020-07-31
47,2020-08-01 03:01:08,42154.1887,-32.806,0,0,2020-08-01
48,2020-08-02 03:08:15,42154.2686,-32.7349,0,0,2020-08-02
49,2020-08-03 02:40:41,42154.3526,-32.4792,0,0,2020-08-03
50,2020-08-04 01:39:20,42154.4291,-32.0573,0,0,2020-08-04
51,2020-08-05 02:36:42,42154.507,-32.2445,0,0,2020-08-05
52,2020-08-06 03:23:32,42154.5953,-32.3872,0,0,2020-08-06
53,2020-08-07 02:20:22,42154.667,-31.949,0,0,2020-08-07
54,2020-08-08 02:30:45,42154.7477,-31.9028,0,0,2020-08-08
55,2020-08-09 02:28:58,42154.8258,-31.7921,0,0,2020-08-09
56,2020-08-10 03:24:23,42154.8934,-31.9726,0,0,2020-08-10
57,2020-08-11 02:11:15,42154.9637,-31.4949,0,0,2020-08-11
58,2020-08-12 03:14:28,42155.0362,-31.721,0,0,2020-08-12
59,2020-08-12 06:34:31,42155.0469,-31.988,0,0,2020-08-12
60,2020-08-13 02:43:55,42155.108,-31.4706,0,0,2020-08-13
61,2020-08-14 05:39:16,42155.1962,-31.8212,0,0,2020-08-14
62,2020-08-15 05:57:11,42155.2727,-31.6759,0,0,2020-08-15
63,2020-08-16 07:39:38,42155.3484,-31.2201,0,0,2020-08-16
64,2020-08-17 06:36:39,42155.4192,-31.3226,0,0,2020-08-17
65,2020-08-18 06:58:49,42155.4845,-31.1122,0,0,2020-08-18
66,2020-08-19 01:43:37,42155.5392,-30.5784,0,0,2020-08-19
67,2020-08-19 05:43:28,42155.5521,-31.1966,0,0,2020-08-19
68,2020-08-20 06:00:32,42155.6229,-31.0357,0,0,2020-08-20
69,2020-08-21 07:42:16,42155.7011,-30.5326,0,0,2020-08-21
70,2020-08-22 08:03:37,42155.7684,-30.3081,0,0,2020-08-22
71,2020-08-23 01:13:07,42155.8185,-30.0504,0,0,2020-08-23
72,2020-08-23 05:03:06,42155.8283,-30.7664,0,0,2020-08-23
73,2020-08-24 05:33:14,42155.8989,-30.602,0,0,2020-08-24
74,2020-08-25 00:43:19,42155.9578,-29.7144,0,0,2020-08-25
75,2020-08-25 05:47:31,42155.9695,-30.4446,0,0,2020-08-25
76,2020-08-26 06:16:14,42156.0488,-30.2302,0,0,2020-08-26
77,2020-08-27 00:57:40,42156.0993,-29.6168,0,0,2020-08-27
78,2020-08-27 06:35:04,42156.1169,-30.0319,0,0,2020-08-27
79,2020-08-28 06:53:12,42156.187,-29.8302,0,0,2020-08-28
80,2020-08-29 05:32:35,42156.2579,-30.0007,0,0,2020-08-29
81,2020-08-30 07:14:14,42156.3363,-29.4899,0,0,2020-08-30
82,2020-08-31 04:39:29,42156.3996,-29.8798,0,0,2020-08-31
83,2020-09-01 06:20:08,42156.4758,-29.4709,0,0,2020-09-01
84,2020-09-02 03:40:19,42156.5347,-29.6853,0,0,2020-09-02
85,2020-09-03 00:04:35,42156.5963,-28.7575,0,0,2020-09-03
86,2020-09-04 04:50:20,42156.6779,-29.4162,0,0,2020-09-04
87,2020-09-04 07:25:12,42156.6829,-28.8372,0,0,2020-09-04
88,2020-09-05 06:09:36,42156.7434,-29.0338,0,0,2020-09-05
89,2020-09-06 00:26:06,42156.7944,-28.6386,0,0,2020-09-06
90,2020-09-07 00:33:13,42156.86,-28.6006,0,0,2020-09-07
91,2020-09-08 00:40:26,42156.92,-28.5623,0,0,2020-09-08
92,2020-09-08 11:00:39,42156.9488,-28.2402,0,0,2020-09-08
93,2020-09-09 00:47:29,42156.9841,-28.5232,0,0,2020-09-09
94,2020-09-09 11:07:37,42157.0096,-28.1707,0,0,2020-09-09
95,2020-09-10 00:54:42,42157.0441,-28.4835,0,0,2020-09-10
96,2020-09-11 01:01:53,42157.1085,-28.4428,0,0,2020-09-11
97,2020-09-12 01:09:00,42157.1688,-28.3989,0,0,2020-09-12
98,2020-09-12 23:32:39,42157.226,-27.8344,0,0,2020-09-12
99,2020-09-13 23:39:54,42157.2834,-27.8012,0,0,2020-09-13
100,2020-09-14 23:46:58,42157.349,-27.7692,0,0,2020-09-14
101,2020-09-16 02:00:09,42157.4137,-28.2575,0,0,2020-09-16
102,2020-09-17 00:48:12,42157.4661,-27.9329,0,0,2020-09-17
103,2020-09-17 10:21:38,42157.4919,-27.3938,0,0,2020-09-17
104,2020-09-18 02:36:09,42157.5303,-28.1355,0,0,2020-09-18
105,2020-09-18 22:32:20,42157.5821,-27.101,0,0,2020-09-18
106,2020-09-20 10:43:04,42157.6684,-27.2144,0,0,2020-09-20
107,2020-09-21 00:29:54,42157.7037,-27.5654,0,0,2020-09-21
108,2020-09-21 22:53:51,42157.762,-27.0103,0,0,2020-09-21
109,2020-09-22 23:00:56,42157.8228,-26.9831,0,0,2020-09-22
110,2020-09-23 23:08:09,42157.8906,-26.9585,0,0,2020-09-23
111,2020-09-25 03:40:39,42157.9654,-27.3951,0,0,2020-09-25
112,2020-09-25 06:39:08,42157.9727,-26.7254,0,0,2020-09-25
113,2020-09-26 08:01:25,42158.0442,-26.4913,0,0,2020-09-26
114,2020-09-27 07:55:31,42158.1016,-26.4077,0,0,2020-09-27
115,2020-09-28 07:43:47,42158.1596,-26.3284,0,0,2020-09-28
116,2020-09-28 22:00:39,42158.1983,-26.2958,0,0,2020-09-28
117,2020-09-30 10:11:16,42158.2911,-26.4013,0,0,2020-09-30
118,2020-10-01 10:18:29,42158.346,-26.3541,0,0,2020-10-01
119,2020-10-01 22:58:05,42158.3771,-26.4229,0,0,2020-10-01
