序号,时间,半长轴,星下点经度(°),异常值,控制状态,日期
1,2020-07-01 22:14:19,42165.0336,74.9366,0,0,2020-07-01
2,2020-07-02 22:21:31,42165.0347,74.875,0,0,2020-07-02
3,2020-07-03 20:45:20,42165.0373,75.3631,0,0,2020-07-03
4,2020-07-03 22:28:33,42165.037,74.8167,0,0,2020-07-03
5,2020-07-04 20:52:29,42165.0395,75.2985,0,0,2020-07-04
6,2020-07-05 02:28:33,42165.0395,74.8966,0,0,2020-07-05
7,2020-07-05 20:59:38,42165.042,75.2326,0,0,2020-07-05
8,2020-07-06 13:43:01,42165.0437,74.8068,0,0,2020-07-06
9,2020-07-06 21:06:45,42165.0445,75.1659,0,0,2020-07-06
10,2020-07-07 21:13:51,42165.0468,75.099,0,0,2020-07-07
11,2020-07-08 21:21:02,42165.0485,75.032,0,0,2020-07-08
12,2020-07-09 21:28:10,42165.0493,74.9659,0,0,2020-07-09
13,2020-07-10 21:35:20,42165.0499,74.901,0,0,2020-07-10
14,2020-07-11 19:59:15,42165.0504,75.3877,0,0,2020-07-11
15,2020-07-11 21:42:30,42165.0502,74.8381,0,0,2020-07-11
16,2020-07-12 20:06:24,42165.0496,75.3253,0,0,2020-07-12
17,2020-07-13 21:56:46,42165.0471,74.7206,0,0,2020-07-13
18,2020-07-14 20:20:38,42165.0443,75.1957,0,0,2020-07-14
19,2020-07-16 20:34:50,42165.0387,75.0625,0,0,2020-07-16
20,2020-07-17 20:42:00,42165.035,74.9956,0,0,2020-07-17
21,2020-07-18 20:49:07,42165.0311,74.9301,0,0,2020-07-18
22,2020-07-22 19:34:30,42165.0162,75.2282,0,0,2020-07-22
23,2020-07-22 23:41:12,42165.0134,74.4342,0,0,2020-07-22
24,2020-07-23 14:00:12,42165.0117,75.0828,0,0,2020-07-23
25,2020-07-23 19:41:32,42165.0109,75.1644,0,0,2020-07-23
26,2020-07-24 19:48:43,42165.0084,75.0988,0,0,2020-07-24
27,2020-07-25 19:55:50,42165.0061,75.0332,0,0,2020-07-25
28,2020-07-26 20:02:56,42165.0039,74.9676,0,0,2020-07-26
29,2020-07-27 20:10:08,42165.0031,74.9021,0,0,2020-07-27
30,2020-07-29 19:49:42,42165.0059,74.9601,0,0,2020-07-29
31,2020-07-31 20:38:30,42165.0087,74.6572,0,0,2020-07-31
32,2020-08-01 19:46:21,42165.0103,74.898,0,0,2020-08-01
33,2020-08-02 00:33:18,42165.0103,74.7098,0,0,2020-08-02
34,2020-08-02 19:20:42,42165.0123,75.0109,0,0,2020-08-02
35,2020-08-03 19:16:45,42165.0171,75.0054,0,0,2020-08-03
36,2020-08-05 19:30:55,42165.0199,74.8735,0,0,2020-08-05
37,2020-08-06 19:38:01,42165.0193,74.8083,0,0,2020-08-06
38,2020-08-07 19:16:42,42165.0176,74.896,0,0,2020-08-07
39,2020-08-08 19:10:42,42165.0162,74.9013,0,0,2020-08-08
40,2020-08-09 19:59:27,42165.0137,74.6229,0,0,2020-08-09
41,2020-08-10 20:06:35,42165.0101,74.5664,0,0,2020-08-10
42,2020-08-11 18:44:33,42165.0056,74.9623,0,0,2020-08-11
43,2020-08-12 18:37:38,42165.0017,74.9729,0,0,2020-08-12
