序号,时间,半长轴,星下点经度(°),异常值,控制状态,日期
1,2020-07-01 10:09:35,42144.5175,70.7177,0,0,2020-07-01
2,2020-07-01 20:29:55,42144.5111,71.2429,0,0,2020-07-01
3,2020-07-02 10:16:45,42144.4991,70.9287,0,0,2020-07-02
4,2020-07-02 20:37:06,42144.4879,71.4511,0,0,2020-07-02
5,2020-07-02 22:20:23,42144.4867,71.0181,0,0,2020-07-02
6,2020-07-03 20:44:19,42144.4638,71.658,0,0,2020-07-03
7,2020-07-04 22:02:35,42144.4498,71.5642,0,0,2020-07-04
8,2020-07-05 09:09:42,42144.4445,71.9159,0,0,2020-07-05
9,2020-07-05 20:58:45,42144.4377,72.0675,0,0,2020-07-05
10,2020-07-05 23:50:22,42144.438,71.583,0,0,2020-07-05
11,2020-07-06 13:44:33,42144.4307,71.9763,0,0,2020-07-06
12,2020-07-06 21:05:59,42144.4257,72.2725,0,0,2020-07-06
13,2020-07-07 21:13:06,42144.4151,72.4787,0,0,2020-07-07
14,2020-07-08 09:07:42,42144.4069,72.6356,0,0,2020-07-08
15,2020-07-08 19:37:09,42144.4022,73.1204,0,0,2020-07-08
16,2020-07-09 09:23:56,42144.4005,72.8061,0,0,2020-07-09
17,2020-07-09 19:44:24,42144.3935,73.332,0,0,2020-07-09
18,2020-07-09 21:27:32,42144.3927,72.8957,0,0,2020-07-09
19,2020-07-10 19:47:45,42144.3753,73.5586,0,0,2020-07-10
20,2020-07-10 21:34:50,42144.3778,73.1082,0,0,2020-07-10
21,2020-07-11 19:58:44,42144.3736,73.75,0,0,2020-07-11
22,2020-07-11 21:42:00,42144.3731,73.323,0,0,2020-07-11
23,2020-07-12 08:45:42,42144.3624,73.6798,0,0,2020-07-12
24,2020-07-12 20:32:00,42144.3585,73.8435,0,0,2020-07-12
25,2020-07-13 21:33:13,42144.3613,73.8365,0,0,2020-07-13
26,2020-07-14 20:20:23,42144.3557,74.3673,0,0,2020-07-14
27,2020-07-14 21:53:03,42144.3591,74.0184,0,0,2020-07-14
28,2020-07-15 20:01:42,42144.347,74.6868,0,0,2020-07-15
29,2020-07-17 08:19:42,42144.3414,74.9775,0,0,2020-07-17
30,2020-07-17 13:55:28,42144.3467,75.1225,0,0,2020-07-17
31,2020-07-17 18:58:45,42144.3442,75.4261,0,0,2020-07-17
32,2020-07-17 22:45:54,42144.3414,74.6923,0,0,2020-07-17
33,2020-07-18 21:47:37,42144.3397,75.0211,0,0,2020-07-18
34,2020-07-19 12:42:06,42144.3434,75.3572,0,0,2020-07-19
35,2020-07-19 18:10:21,42144.3381,76.0769,0,0,2020-07-19
36,2020-07-19 19:52:42,42144.3397,75.6771,0,0,2020-07-19
37,2020-07-20 07:52:42,42144.3434,75.8052,0,0,2020-07-20
38,2020-07-20 22:03:04,42144.3386,75.4951,0,0,2020-07-20
39,2020-07-21 07:55:42,42144.3434,76.0307,0,0,2020-07-21
40,2020-07-21 17:51:33,42144.3442,76.6205,0,0,2020-07-21
41,2020-07-21 19:49:27,42144.3467,76.1671,0,0,2020-07-21
42,2020-07-22 14:00:37,42144.3487,76.5639,0,0,2020-07-22
43,2020-07-22 19:34:52,42144.3462,76.4694,0,0,2020-07-22
44,2020-07-22 20:36:43,42144.3462,76.2147,0,0,2020-07-22
45,2020-07-23 19:42:02,42144.3473,76.677,0,0,2020-07-23
46,2020-07-24 22:48:53,42144.3518,76.5316,0,0,2020-07-24
47,2020-07-25 22:17:02,42144.3644,76.7723,0,0,2020-07-25
48,2020-07-26 20:55:56,42144.3731,77.1304,0,0,2020-07-26
49,2020-07-27 01:33:29,42144.3801,77.6918,0,0,2020-07-27
50,2020-07-27 20:10:53,42144.3941,77.5166,0,0,2020-07-27
51,2020-07-28 00:16:15,42144.3969,77.6139,0,0,2020-07-28
52,2020-07-28 18:32:35,42144.4131,78.1657,0,0,2020-07-28
53,2020-07-28 19:21:42,42144.4061,77.9545,0,0,2020-07-28
54,2020-07-29 17:13:33,42144.4114,78.6926,0,0,2020-07-29
55,2020-07-29 20:20:22,42144.4212,77.9689,0,0,2020-07-29
56,2020-07-30 20:35:00,42144.4433,78.1697,0,0,2020-07-30
57,2020-07-31 19:11:10,42144.4624,78.7123,0,0,2020-07-31
58,2020-07-31 20:45:55,42144.4635,78.3905,0,0,2020-07-31
59,2020-08-01 21:48:11,42144.4937,78.5876,0,0,2020-08-01
60,2020-08-02 18:32:42,42144.5173,79.3501,0,0,2020-08-02
61,2020-08-03 01:56:11,42144.5245,79.7458,0,0,2020-08-03
62,2020-08-03 19:18:00,42144.5453,79.3942,0,0,2020-08-03
63,2020-08-03 20:51:22,42144.545,79.1266,0,0,2020-08-03
64,2020-08-04 17:41:56,42144.5677,80.0369,0,0,2020-08-04
65,2020-08-05 00:54:03,42144.5761,80.0409,0,0,2020-08-05
66,2020-08-05 19:23:51,42144.5934,79.8476,0,0,2020-08-05
67,2020-08-06 20:58:08,42144.6287,79.8745,0,0,2020-08-06
68,2020-08-07 06:26:42,42144.6399,80.4354,0,0,2020-08-07
69,2020-08-07 21:33:25,42144.6531,80.1396,0,0,2020-08-07
70,2020-08-08 18:50:53,42144.6802,80.6844,0,0,2020-08-08
71,2020-08-09 13:51:21,42144.7054,81.5151,0,0,2020-08-09
72,2020-08-10 17:51:42,42144.7407,81.4024,0,0,2020-08-10
73,2020-08-11 19:38:03,42144.7852,81.2369,0,0,2020-08-11
74,2020-08-11 22:29:38,42144.7892,81.338,0,0,2020-08-11
75,2020-08-12 18:39:31,42144.816,81.6663,0,0,2020-08-12
76,2020-08-13 00:20:46,42144.8208,82.1078,0,0,2020-08-13
77,2020-08-13 18:46:47,42144.8452,81.8745,0,0,2020-08-13
78,2020-08-13 20:10:28,42144.8466,81.667,0,0,2020-08-13
79,2020-08-14 18:53:54,42144.8852,82.0846,0,0,2020-08-14
80,2020-08-15 05:41:42,42144.8958,82.4877,0,0,2020-08-15
81,2020-08-15 22:04:42,42144.9236,82.3334,0,0,2020-08-15
82,2020-08-16 11:46:56,42144.9462,82.9388,0,0,2020-08-16
83,2020-08-16 17:51:42,42144.96,82.7913,0,0,2020-08-16
84,2020-08-16 23:58:18,42144.974,83.1046,0,0,2020-08-16
85,2020-08-17 12:12:41,42144.9899,83.3281,0,0,2020-08-17
86,2020-08-17 17:31:53,42144.9936,83.1077,0,0,2020-08-17
87,2020-08-17 19:44:48,42144.9952,82.684,0,0,2020-08-17
88,2020-08-18 17:39:30,42145.0389,83.3045,0,0,2020-08-18
89,2020-08-19 13:53:42,42145.0748,84.136,0,0,2020-08-19
90,2020-08-19 17:46:45,42145.0725,83.5055,0,0,2020-08-19
91,2020-08-20 20:22:02,42145.1159,83.4232,0,0,2020-08-20
92,2020-08-21 11:47:48,42145.1534,84.3088,0,0,2020-08-21
93,2020-08-21 18:01:08,42145.1652,83.9093,0,0,2020-08-21
94,2020-08-21 22:24:23,42145.1714,84.0395,0,0,2020-08-21
95,2020-08-22 12:01:46,42145.1968,84.6377,0,0,2020-08-22
96,2020-08-22 20:02:00,42145.2078,83.9172,0,0,2020-08-22
97,2020-08-23 14:02:19,42145.2506,85.1418,0,0,2020-08-23
98,2020-08-23 21:25:54,42145.2705,84.3413,0,0,2020-08-23
99,2020-08-24 20:13:25,42145.3198,84.4288,0,0,2020-08-24
100,2020-08-25 16:46:41,42145.3635,85.1272,0,0,2020-08-25
101,2020-08-25 18:44:18,42145.3696,84.7155,0,0,2020-08-25
102,2020-08-27 01:25:16,42145.443,85.9835,0,0,2020-08-27
103,2020-08-27 17:01:03,42145.4825,85.5151,0,0,2020-08-27
104,2020-08-28 01:37:20,42145.5012,86.2321,0,0,2020-08-28
105,2020-08-28 21:13:42,42145.5502,85.6198,0,0,2020-08-28
106,2020-08-28 23:05:54,42145.5547,86.119,0,0,2020-08-28
107,2020-08-29 17:15:29,42145.6029,85.9065,0,0,2020-08-29
108,2020-08-29 18:20:23,42145.6076,85.7054,0,0,2020-08-29
109,2020-08-30 13:03:03,42145.6513,86.8545,0,0,2020-08-30
110,2020-08-30 17:22:39,42145.6614,86.1051,0,0,2020-08-30
