Timestamp,Value,Category
2020/7/1 3:19,42162.7367,0
2020/7/1 9:37,42162.763,0
2020/7/1 16:31,42162.7919,0
2020/7/2 20:04,42162.9048,0
2020/7/3 16:45,42162.9901,0
2020/7/4 16:52,42163.0901,0
2020/7/5 16:59,42163.1902,0
2020/7/6 7:53,42163.2516,0
2020/7/7 20:40,42163.4029,0
2020/7/8 20:47,42163.5019,0
2020/7/9 20:53,42163.6006,0
2020/7/10 10:48,42163.6578,0
2020/7/11 21:33,42163.7974,0
2020/7/12 17:49,42163.8798,0
2020/7/13 7:36,42163.935,0
2020/7/14 8:47,42164.0368,0
2020/7/15 7:50,42164.1298,0
2020/7/16 9:21,42164.233,0
2020/7/17 16:42,42164.36,0
2020/7/18 16:49,42164.4578,0
2020/7/19 16:56,42164.5554,0
2020/7/20 17:03,42164.6529,0
2020/7/21 5:40,42164.7028,0
2020/7/22 6:57,42164.8046,0
2020/7/23 7:04,42164.9016,0
2020/7/24 17:31,42165.0403,0
2020/7/25 21:11,42165.1508,0
2020/7/26 9:14,42165.1987,0
2020/7/27 7:55,42165.2898,0
2020/7/28 8:08,42165.3871,0
2020/7/29 20:49,42165.536,0
2020/7/30 7:29,42165.5789,0
2020/7/31 7:39,42165.6773,0
2020/8/1 20:05,42165.8267,0
2020/8/2 16:52,42165.9122,0
2020/8/3 9:50,42165.9818,0
2020/8/4 8:43,42166.0754,0
2020/8/5 9:09,42166.1749,0
2020/8/6 7:51,42166.2669,0
2020/8/7 17:28,42166.4031,0
2020/8/8 4:27,42166.4469,0
2020/8/9 7:22,42166.5554,0
2020/8/10 11:08,42166.6678,3
2020/8/11 5:27,42166.7413,3
2020/8/12 3:53,42166.8321,3
2020/8/13 20:32,42162.3266,3
2020/8/14 1:05,42162.4126,3
2020/8/15 9:02,42162.6974,3
2020/8/16 21:33,42162.844,0
2020/8/17 9:36,42162.8933,0
2020/8/18 18:47,42163.0265,0
2020/8/19 17:10,42163.1167,0
2020/8/20 1:47,42163.1501,0
2020/8/21 5:21,42163.2605,0
2020/8/22 17:32,42163.4072,0
2020/8/23 9:51,42163.4719,0
2020/8/24 17:46,42163.6009,0
2020/8/25 17:53,42163.6976,0
2020/8/26 9:16,42163.759,0
2020/8/27 20:04,42163.9005,0
2020/8/28 18:15,42163.9908,0
2020/8/29 8:37,42164.0485,0
2020/8/30 2:15,42164.1203,0
2020/8/31 11:43,42164.2568,0
2020/9/1 9:22,42164.3443,0
2020/9/2 9:49,42164.4429,0
2020/9/3 12:04,42164.5484,0
2020/9/4 11:06,42164.6406,0
2020/9/5 10:31,42164.7339,0
2020/9/6 3:49,42164.8029,0
2020/9/7 8:07,42164.9156,0
2020/9/8 8:22,42165.0129,0
2020/9/9 11:03,42165.12,0
2020/9/10 16:21,42165.2385,0
2020/9/11 11:18,42165.3151,0
2020/9/12 11:25,42165.4126,0
2020/9/13 11:32,42165.5096,0
2020/9/14 16:49,42165.6274,0
2020/9/15 11:46,42165.7034,0
2020/9/16 17:03,42165.8206,0
2020/9/17 9:29,42165.8853,0
2020/9/18 0:08,42165.9433,0
2020/9/19 8:31,42166.0732,0
2020/9/20 10:25,42166.1766,0
2020/9/21 9:05,42166.2677,0
2020/9/22 10:53,42166.3717,0
2020/9/23 11:00,42166.4693,0
2020/9/24 10:04,42166.5627,0
2020/9/25 10:23,42166.6619,0
2020/9/26 10:31,42166.7606,0
2020/9/27 11:29,42166.8624,0
2020/9/28 11:36,42166.9616,0
2020/9/29 10:05,42167.0525,0
2020/9/30 10:07,42167.1509,3
2020/10/1 10:14,42167.2479,3
2020/10/2 10:21,42167.3452,3
2020/10/3 10:28,42162.3616,3
2020/10/4 9:58,42162.4578,3
2020/10/5 1:24,42162.5203,3
2020/10/6 4:23,42162.629,0
2020/10/7 9:13,42162.7445,0
2020/10/8 11:04,42162.8491,0
2020/10/9 11:11,42162.9469,0
2020/10/10 9:47,42163.0385,0
2020/10/11 9:42,42163.1352,0
2020/10/12 9:10,42163.2303,0
2020/10/13 11:39,42163.3374,0
2020/10/14 5:20,42163.4077,0
2020/10/15 10:09,42163.5243,0
2020/10/16 10:21,42163.6213,0
2020/10/17 4:30,42163.6942,0
2020/10/18 9:33,42163.8114,0
2020/10/19 20:59,42163.9543,0
2020/10/20 10:08,42164.0073,0
2020/10/21 4:38,42164.0819,0
2020/10/22 0:44,42164.1637,0
2020/10/23 9:30,42164.2972,0
2020/10/24 21:34,42164.4443,0
2020/10/25 9:38,42164.4934,0
2020/10/26 9:45,42164.5915,0
2020/10/27 8:58,42164.6857,0
2020/10/28 9:59,42164.7866,0
2020/10/29 10:07,42164.8839,0
2020/10/30 10:14,42164.9812,0
2020/10/31 10:14,42165.0782,0
2020/11/1 20:19,42165.2158,0
2020/11/2 10:35,42165.2739,0
2020/11/3 21:02,42165.4135,0
2020/11/4 9:52,42165.4656,0
2020/11/5 9:13,42165.5607,0
2020/11/6 21:24,42165.7078,0
2020/11/7 9:12,42165.7561,0
2020/11/10 10:04,42166.0524,0
2020/11/11 9:56,42166.1491,0
2020/11/12 2:06,42166.2139,0
2020/11/13 9:35,42166.3431,0
2020/11/14 3:58,42166.4174,0
2020/11/15 10:24,42166.543,0
2020/11/16 10:19,42166.6414,0
2020/11/17 10:38,42166.7418,3
2020/11/18 10:45,42166.8414,3
2020/11/19 3:00,42166.9075,3
2020/11/20 19:37,42163.3971,3
2020/11/21 23:10,42162.4763,3
2020/11/22 11:14,42162.534,3
2020/11/23 11:21,42162.6245,0
2020/11/24 11:28,42162.7266,0
2020/11/25 11:35,42162.8233,0
2020/11/26 18:36,42162.9488,0
2020/11/27 22:10,42163.0604,0
2020/11/28 9:20,42163.1058,0
2020/11/29 9:44,42163.2056,0
