timestamp,semi_major_axis,eccentricity,inclination,raan,argp,nu,control_state,satellite_id,orbit_type
2024-01-01 00:00:00,7000.0,0.001,98.0,0.0,0.0,0.0,0.0,SAT-001,LEO
2024-01-01 01:00:00,7000.0,0.001,98.0,0.0,0.0,-137.72210024661618,,SAT-001,LEO
2024-01-01 02:00:00,7000.0,0.001,98.0,0.0,0.0,84.82417938268651,,SAT-001,LEO
2024-01-01 03:00:00,7000.0,0.001,98.0,0.0,0.0,-53.02641317460516,,SAT-001,LEO
2024-01-01 04:00:00,7000.0,0.001,98.0,0.0,0.0,169.44113949203194,,SAT-001,LEO
2024-01-01 05:00:00,7000.0,0.001,98.0,0.0,0.0,31.835563640205052,,SAT-001,LEO
2024-01-01 06:00:00,7000.0,0.001,98.0,0.0,0.0,-105.97999781745564,,SAT-001,LEO
2024-01-01 07:00:00,7000.0,0.001,98.0,0.0,0.0,116.58772772446936,,SAT-001,LEO
2024-01-01 08:00:00,7000.0,0.001,98.0,0.0,0.0,-21.201161111782707,,SAT-001,LEO
2024-01-01 09:00:00,7000.0,0.001,98.0,0.0,0.0,-158.8460994742193,,SAT-001,LEO
2024-01-01 10:00:00,7000.0,0.001,98.0,0.0,0.0,63.65296790250081,,SAT-001,LEO
2024-01-01 11:00:00,7000.0,0.001,98.0,0.0,0.0,-74.20489678042121,,SAT-001,LEO
2024-01-01 12:00:00,7000.0,0.001,98.0,0.0,0.0,148.32059482037883,,SAT-001,LEO
2024-01-01 13:00:00,7000.0,0.001,98.0,0.0,0.0,10.636543753926313,,SAT-001,LEO
2024-01-01 14:00:00,7000.0,0.001,98.0,0.0,0.0,-127.12097281299309,,SAT-001,LEO
2024-01-01 15:00:00,7000.0,0.001,98.0,0.0,0.0,95.43955464829882,,SAT-001,LEO
2024-01-01 16:00:00,7000.0,0.001,98.0,0.0,0.0,-42.39671930442276,,SAT-001,LEO
2024-01-01 17:00:00,7000.0,0.001,98.0,0.0,0.0,-179.96453714421727,,SAT-001,LEO
2024-01-01 18:00:00,7000.0,0.001,98.0,0.0,0.0,42.4678920258715,,SAT-001,LEO
2024-01-01 19:00:00,7000.0,0.001,98.0,0.0,0.0,-95.36850025771145,,SAT-001,LEO
2024-01-01 20:00:00,7000.0,0.001,98.0,0.0,0.0,127.19195476598783,,SAT-001,LEO
2024-01-01 21:00:00,7000.0,0.001,98.0,0.0,0.0,-10.56533619960329,,SAT-001,LEO
2024-01-01 22:00:00,7000.0,0.001,98.0,0.0,0.0,-148.24964790401074,,SAT-001,LEO
2024-01-01 23:00:00,7000.0,0.001,98.0,0.0,0.0,74.27600316584035,,SAT-001,LEO
2024-01-02 00:00:00,6998.859028538037,0.001,98.0,0.0,0.0,-62.27563435477163,2.0,SAT-001,LEO
2024-01-02 01:00:00,6998.859028538037,0.001,98.0,0.0,0.0,160.27387792670672,,SAT-001,LEO
2024-01-02 02:00:00,6998.859028538037,0.001,98.0,0.0,0.0,22.688750327178425,,SAT-001,LEO
2024-01-02 03:00:00,6998.859028538037,0.001,98.0,0.0,0.0,-115.0498589987121,,SAT-001,LEO
2024-01-02 04:00:00,6998.859028538037,0.001,98.0,0.0,0.0,107.5726627785025,,SAT-001,LEO
2024-01-02 05:00:00,6998.859028538037,0.001,98.0,0.0,0.0,-30.184777336179625,,SAT-001,LEO
2024-01-02 06:00:00,6998.859028538037,0.001,98.0,0.0,0.0,-167.74213919478692,,SAT-001,LEO
2024-01-02 07:00:00,6998.859028538037,0.001,98.0,0.0,0.0,54.78519505961441,,SAT-001,LEO
2024-01-02 08:00:00,6998.859028538037,0.001,98.0,0.0,0.0,-83.01270847725533,,SAT-001,LEO
2024-01-02 09:00:00,6998.859028538037,0.001,98.0,0.0,0.0,139.58476327231116,,SAT-001,LEO
2024-01-02 10:00:00,6998.859028538037,0.001,98.0,0.0,0.0,1.9236792395966804,,SAT-001,LEO
2024-01-02 11:00:00,6998.859028538037,0.001,98.0,0.0,0.0,-135.75076036709584,,SAT-001,LEO
2024-01-02 12:00:00,6998.859028538037,0.001,98.0,0.0,0.0,86.85306336650258,,SAT-001,LEO
2024-01-02 13:00:00,6998.859028538037,0.001,98.0,0.0,0.0,-50.94088160522518,,SAT-001,LEO
2024-01-02 14:00:00,6998.859028538037,0.001,98.0,0.0,0.0,171.57426645010278,,SAT-001,LEO
2024-01-02 15:00:00,6998.859028538037,0.001,98.0,0.0,0.0,34.03096038591917,,SAT-001,LEO
2024-01-02 16:00:00,6998.859028538037,0.001,98.0,0.0,0.0,-103.73505746796158,,SAT-001,LEO
2024-01-02 17:00:00,6998.859028538037,0.001,98.0,0.0,0.0,118.88605463895583,,SAT-001,LEO
2024-01-02 18:00:00,6998.859028538037,0.001,98.0,0.0,0.0,-18.84189108434603,,SAT-001,LEO
2024-01-02 19:00:00,6998.859028538037,0.001,98.0,0.0,0.0,-156.4413345389136,,SAT-001,LEO
2024-01-02 20:00:00,6998.859028538037,0.001,98.0,0.0,0.0,66.11865382018267,,SAT-001,LEO
2024-01-02 21:00:00,6998.859028538037,0.001,98.0,0.0,0.0,-71.68544968365141,,SAT-001,LEO
2024-01-02 22:00:00,6998.859028538037,0.001,98.0,0.0,0.0,150.88850516349436,,SAT-001,LEO
2024-01-02 23:00:00,6998.859028538037,0.001,98.0,0.0,0.0,13.268406599387097,,SAT-001,LEO
2024-01-03 00:00:00,6999.934077503269,0.001,98.0,0.0,0.0,-126.89939998633248,1.0,SAT-001,LEO
2024-01-03 01:00:00,6999.934077503269,0.001,98.0,0.0,0.0,95.66449202331992,,SAT-001,LEO
2024-01-03 02:00:00,6999.934077503269,0.001,98.0,0.0,0.0,-42.16825964295437,,SAT-001,LEO
2024-01-03 03:00:00,6999.934077503269,0.001,98.0,0.0,0.0,-179.73373636212784,,SAT-001,LEO
2024-01-03 04:00:00,6999.934077503269,0.001,98.0,0.0,0.0,42.70264148208084,,SAT-001,LEO
2024-01-03 05:00:00,6999.934077503269,0.001,98.0,0.0,0.0,-95.13099848151994,,SAT-001,LEO
2024-01-03 06:00:00,6999.934077503269,0.001,98.0,0.0,0.0,127.43234939512793,,SAT-001,LEO
2024-01-03 07:00:00,6999.934077503269,0.001,98.0,0.0,0.0,-10.321028975019516,,SAT-001,LEO
2024-01-03 08:00:00,6999.934077503269,0.001,98.0,0.0,0.0,-148.00309868767363,,SAT-001,LEO
2024-01-03 09:00:00,6999.934077503269,0.001,98.0,0.0,0.0,74.5262472740327,,SAT-001,LEO
2024-01-03 10:00:00,6999.934077503269,0.001,98.0,0.0,0.0,-63.32835988217249,,SAT-001,LEO
2024-01-03 11:00:00,6999.934077503269,0.001,98.0,0.0,0.0,159.1729478273344,,SAT-001,LEO
2024-01-03 12:00:00,6999.934077503269,0.001,98.0,0.0,0.0,21.53237776245503,,SAT-001,LEO
2024-01-03 13:00:00,6999.934077503269,0.001,98.0,0.0,0.0,-116.25428296969027,,SAT-001,LEO
2024-01-03 14:00:00,6999.934077503269,0.001,98.0,0.0,0.0,106.31669323091057,,SAT-001,LEO
2024-01-03 15:00:00,6999.934077503269,0.001,98.0,0.0,0.0,-31.49496072339275,,SAT-001,LEO
2024-01-03 16:00:00,6999.934077503269,0.001,98.0,0.0,0.0,-169.0986485423142,,SAT-001,LEO
2024-01-03 17:00:00,6999.934077503269,0.001,98.0,0.0,0.0,53.37313422262266,,SAT-001,LEO
2024-01-03 18:00:00,6999.934077503269,0.001,98.0,0.0,0.0,-84.474667092688,,SAT-001,LEO
2024-01-03 19:00:00,6999.934077503269,0.001,98.0,0.0,0.0,138.07416543290418,,SAT-001,LEO
2024-01-03 20:00:00,6999.934077503269,0.001,98.0,0.0,0.0,0.3564410938142456,,SAT-001,LEO
2024-01-03 21:00:00,6999.934077503269,0.001,98.0,0.0,0.0,-137.36375921915786,,SAT-001,LEO
2024-01-03 22:00:00,6999.934077503269,0.001,98.0,0.0,0.0,85.18625387510666,,SAT-001,LEO
2024-01-03 23:00:00,6999.934077503269,0.001,98.0,0.0,0.0,-52.66081940630519,,SAT-001,LEO
2024-01-04 00:00:00,7001.091141433753,0.001,98.0,0.0,0.0,165.84773600785869,1.0,SAT-001,LEO
2024-01-04 01:00:00,7001.091141433753,0.001,98.0,0.0,0.0,28.176823108669822,,SAT-001,LEO
2024-01-04 02:00:00,7001.091141433753,0.001,98.0,0.0,0.0,-109.68212311826504,,SAT-001,LEO
2024-01-04 03:00:00,7001.091141433753,0.001,98.0,0.0,0.0,112.83449382709378,,SAT-001,LEO
2024-01-04 04:00:00,7001.091141433753,0.001,98.0,0.0,0.0,-25.016522041355554,,SAT-001,LEO
2024-01-04 05:00:00,7001.091141433753,0.001,98.0,0.0,0.0,-162.69914785908443,,SAT-001,LEO
2024-01-04 06:00:00,7001.091141433753,0.001,98.0,0.0,0.0,59.736943887312705,,SAT-001,LEO
2024-01-04 07:00:00,7001.091141433753,0.001,98.0,0.0,0.0,-78.1710832812226,,SAT-001,LEO
2024-01-04 08:00:00,7001.091141433753,0.001,98.0,0.0,0.0,144.31100068975255,,SAT-001,LEO
2024-01-04 09:00:00,7001.091141433753,0.001,98.0,0.0,0.0,6.56024236957729,,SAT-001,LEO
2024-01-04 10:00:00,7001.091141433753,0.001,98.0,0.0,0.0,-131.23600391824718,,SAT-001,LEO
2024-01-04 11:00:00,7001.091141433753,0.001,98.0,0.0,0.0,91.2678283929502,,SAT-001,LEO
2024-01-04 12:00:00,7001.091141433753,0.001,98.0,0.0,0.0,-46.62693907739628,,SAT-001,LEO
2024-01-04 13:00:00,7001.091141433753,0.001,98.0,0.0,0.0,175.76782870500497,,SAT-001,LEO
2024-01-04 14:00:00,7001.091141433753,0.001,98.0,0.0,0.0,38.13313460423184,,SAT-001,LEO
2024-01-04 15:00:00,7001.091141433753,0.001,98.0,0.0,0.0,-99.74748313076888,,SAT-001,LEO
2024-01-04 16:00:00,7001.091141433753,0.001,98.0,0.0,0.0,122.76491875430405,,SAT-001,LEO
2024-01-04 17:00:00,7001.091141433753,0.001,98.0,0.0,0.0,-15.05817813220892,,SAT-001,LEO
2024-01-04 18:00:00,7001.091141433753,0.001,98.0,0.0,0.0,-152.77783143754158,,SAT-001,LEO
2024-01-04 19:00:00,7001.091141433753,0.001,98.0,0.0,0.0,69.68510972544343,,SAT-001,LEO
2024-01-04 20:00:00,7001.091141433753,0.001,98.0,0.0,0.0,-68.22566081417439,,SAT-001,LEO
2024-01-04 21:00:00,7001.091141433753,0.001,98.0,0.0,0.0,154.2336235418537,,SAT-001,LEO
2024-01-04 22:00:00,7001.091141433753,0.001,98.0,0.0,0.0,16.51938750501818,,SAT-001,LEO
2024-01-04 23:00:00,7001.091141433753,0.001,98.0,0.0,0.0,-121.30806420440216,,SAT-001,LEO
2024-01-05 00:00:00,7002.235317659923,0.001,98.0,0.0,0.0,95.9763699627312,1.0,SAT-001,LEO
2024-01-05 01:00:00,7002.235317659923,0.001,98.0,0.0,0.0,-41.965623974033946,,SAT-001,LEO
2024-01-05 02:00:00,7002.235317659923,0.001,98.0,0.0,0.0,-179.6411926384883,,SAT-001,LEO
2024-01-05 03:00:00,7002.235317659923,0.001,98.0,0.0,0.0,42.68573969148415,,SAT-001,LEO
2024-01-05 04:00:00,7002.235317659923,0.001,98.0,0.0,0.0,-95.25745861305727,,SAT-001,LEO
2024-01-05 05:00:00,7002.235317659923,0.001,98.0,0.0,0.0,127.19654644609385,,SAT-001,LEO
2024-01-05 06:00:00,7002.235317659923,0.001,98.0,0.0,0.0,-10.667404284310914,,SAT-001,LEO
2024-01-05 07:00:00,7002.235317659923,0.001,98.0,0.0,0.0,-148.45762605994668,,SAT-001,LEO
2024-01-05 08:00:00,7002.235317659923,0.001,98.0,0.0,0.0,73.9610331666974,,SAT-001,LEO
2024-01-05 09:00:00,7002.235317659923,0.001,98.0,0.0,0.0,-64.0034717736745,,SAT-001,LEO
