Timestamp,Value,Category,
2020/7/2 6:10,41869.0533,0,
2020/7/2 6:10,41869.0522,0,
2020/7/3 5:51,41869.1635,0,
2020/7/4 5:32,41869.2734,0,
2020/7/4 5:32,41869.272,0,
2020/7/4 5:32,41869.2707,0,
2020/7/5 5:13,41869.3767,0,
2020/7/6 4:54,41869.4756,0,
2020/7/6 4:54,41869.4767,0,
2020/7/6 4:54,41869.4748,0,
2020/7/7 4:35,41869.5665,0,
2020/7/8 4:16,41869.648,0,
2020/7/8 4:16,41869.648,0,
2020/7/9 3:57,41869.7185,0,
2020/7/9 3:57,41869.7183,0,
2020/7/10 3:38,41869.7767,0,
2020/7/11 3:19,41869.821,0,
2020/7/11 3:19,41869.8202,0,
2020/7/12 3:00,41869.8505,0,
2020/7/12 3:00,41869.8497,0,
2020/7/13 2:41,41869.8656,0,
2020/7/14 2:22,41869.8659,0,
2020/7/15 2:03,41869.8502,0,
2020/7/16 1:44,41869.8188,0,
2020/7/17 1:25,41869.7736,0,
2020/7/17 1:25,41869.7723,0,
2020/7/18 1:06,41869.7119,0,
2020/7/18 1:06,41869.7106,0,
2020/7/19 0:47,41869.634,0,
2020/7/20 0:28,41869.5434,0,
2020/7/21 0:09,41869.4398,0,
2020/7/21 23:50,41869.326,0,
2020/7/22 23:31,41869.201,0,
2020/7/22 23:31,41869.2021,0,
2020/7/24 22:53,41868.9354,0,
2020/7/25 22:34,41868.7999,0,
2020/7/25 22:34,41868.7994,0,
2020/7/26 22:15,41868.6649,0,
2020/7/26 22:15,41868.6652,0,
2020/7/29 21:18,41868.2989,0,
2020/7/29 21:18,41868.2959,0,
2020/7/31 20:39,41868.1069,0,
2020/7/31 20:39,41868.1069,0,
2020/8/1 20:20,41868.0356,0,
2020/8/1 20:20,41868.0353,0,
2020/8/2 20:01,41867.9813,0,
2020/8/3 19:42,41867.9452,0,
2020/8/4 19:23,41867.9284,0,
2020/8/5 19:04,41867.9309,0,
2020/8/6 18:45,41867.9529,0,
2020/8/6 18:45,41867.9521,0,
2020/8/7 18:26,41867.9926,0,
2020/8/7 18:26,41867.9932,0,
2020/8/8 18:06,41868.0546,0,
2020/8/8 18:06,41868.0549,0,
2020/8/8 18:06,41868.0532,0,
2020/8/10 17:28,41868.2298,0,
