Timestamp,Value,Category,
2020/7/1 14:47,41961.6967,0,
2020/7/1 23:25,41961.6521,0,
2020/7/2 13:44,41961.5793,0,
2020/7/3 0:41,41961.5225,0,
2020/7/3 13:38,41961.4569,0,
2020/7/4 0:49,41961.4004,0,
2020/7/4 13:49,41961.3306,0,
2020/7/5 13:35,41961.209,0,
2020/7/6 9:37,41961.1101,0,
2020/7/6 10:10,41961.1079,0,
2020/7/6 14:03,41961.088,0,
2020/7/7 12:20,41960.9786,0,
2020/7/7 13:58,41960.9694,0,
2020/7/8 11:42,41960.8678,0,
2020/7/8 13:44,41960.8575,0,
2020/7/9 11:04,41960.7611,0,
2020/7/9 14:57,41960.7423,0,
2020/7/10 11:45,41960.6512,0,
2020/7/11 11:58,41960.552,0,
2020/7/12 12:02,41960.4593,0,
2020/7/13 2:52,41960.4047,0,
2020/7/13 13:56,41960.3643,0,
2020/7/14 10:46,41960.2967,0,
2020/7/15 11:43,41960.2264,0,
2020/7/16 12:56,41960.1651,0,
2020/7/17 9:52,41960.1172,0,
2020/7/18 11:10,41960.0635,0,
2020/7/19 10:26,41960.0267,0,
2020/7/19 15:00,41960.02,0,
2020/7/20 10:29,41960.0017,0,
2020/7/20 16:44,41959.9943,0,
2020/7/21 10:26,41959.9862,0,
2020/7/21 16:51,41959.9821,0,
2020/7/22 12:26,41959.9799,0,
2020/7/23 14:41,41959.9832,0,
2020/7/24 10:19,41959.9934,0,
2020/7/24 14:56,41959.9976,0,
2020/7/25 5:19,41960.0131,0,
2020/7/25 15:40,41960.0236,0,
2020/7/26 7:10,41960.0458,0,
2020/7/26 15:48,41960.0616,0,
2020/7/27 7:18,41960.0865,0,
2020/7/28 9:52,41960.1424,0,
2020/7/29 4:07,41960.1881,0,
2020/7/29 14:28,41960.2158,0,
2020/7/30 8:53,41960.2679,0,
2020/7/31 7:39,41960.3416,0,
2020/8/1 2:47,41960.4075,0,
2020/8/1 7:46,41960.4238,0,
2020/8/2 5:15,41960.5011,0,
2020/8/2 23:45,41960.5703,0,
2020/8/3 10:13,41960.6119,0,
2020/8/4 7:54,41960.7035,0,
2020/8/5 1:36,41960.7792,0,
2020/8/5 6:13,41960.7985,0,
2020/8/6 5:10,41960.8994,0,
2020/8/7 1:51,41960.9913,0,
2020/8/7 5:30,41961.0071,0,
2020/8/8 4:43,41961.1101,0,
2020/8/8 12:20,41961.1439,0,
2020/8/9 2:07,41961.2082,0,
2020/8/9 12:28,41961.2555,0,
2020/8/10 12:36,41961.3655,0,
2020/8/11 4:50,41961.4408,0,
2020/8/11 10:31,41961.4646,0,
2020/8/12 10:27,41961.5729,0,
2020/8/12 21:58,41961.6225,0,
2020/8/13 2:39,41961.6433,0,
2020/8/13 7:02,41961.6632,0,
2020/8/13 11:16,41961.6812,0,
2020/8/14 11:24,41961.7823,0,
2020/8/15 11:32,41961.882,0,
2020/8/15 21:19,41961.9192,0,
2020/8/16 1:19,41961.9327,0,
2020/8/17 10:04,41962.0521,0,
2020/8/18 1:39,41962.1064,0,
2020/8/18 10:12,41962.1341,0,
2020/8/19 10:20,41962.21,0,
2020/8/20 3:10,41962.259,0,
2020/8/21 8:52,41962.3321,0,
2020/8/21 20:56,41962.3576,0,
2020/8/22 9:00,41962.3828,0,
2020/8/22 21:04,41962.4044,0,
2020/8/23 9:08,41962.426,0,
2020/8/23 21:12,41962.444,0,
2020/8/24 9:16,41962.4604,0,
2020/8/25 2:43,41962.4817,0,
2020/8/25 23:11,41962.4944,0,
2020/8/26 19:52,41962.5019,0,
2020/8/27 2:27,41962.5044,0,
2020/8/27 7:56,41962.5039,0,
2020/8/28 8:04,41962.4975,0,
2020/8/28 23:35,41962.4867,0,
2020/8/29 21:59,41962.4623,0,
2020/8/30 8:20,41962.4493,0,
2020/8/30 20:58,41962.428,0,
2020/8/31 6:45,41962.4089,0,
2020/9/1 1:59,41962.3695,0,
2020/9/1 8:36,41962.3529,0,
2020/9/1 18:56,41962.3252,0,
2020/9/2 8:44,41962.2861,0,
2020/9/2 20:48,41962.2488,0,
2020/9/3 7:08,41962.2158,0,
2020/9/3 19:12,41962.1756,0,
2020/9/4 7:16,41962.1299,0,
2020/9/4 21:03,41962.0762,0,
2020/9/5 7:24,41962.0363,0,
2020/9/5 19:28,41961.9845,0,
2020/9/5 21:11,41961.9765,0,
2020/9/6 21:19,41961.8649,0,
2020/9/6 23:48,41961.8535,0,
2020/9/7 19:44,41961.7535,0,
2020/9/7 21:27,41961.7449,0,
2020/9/8 19:52,41961.6286,0,
2020/9/9 4:29,41961.5851,0,
2020/9/9 18:16,41961.5087,0,
2020/9/10 4:37,41961.4511,0,
2020/9/10 20:07,41961.3627,0,
2020/9/11 6:49,41961.2998,0,
2020/9/11 16:48,41961.2411,0,
2020/9/12 6:36,41961.1605,0,
2020/9/12 16:56,41961.0993,0,
2020/9/13 5:00,41961.027,0,
2020/9/13 18:47,41960.945,0,
2020/9/14 5:49,41960.88,0,
2020/9/14 17:12,41960.8135,0,
2020/9/15 5:16,41960.7423,0,
2020/9/15 19:03,41960.6631,0,
2020/9/16 5:24,41960.603,0,
2020/9/16 19:11,41960.526,0,
2020/9/17 4:38,41960.4739,0,
2020/9/17 18:56,41960.397,0,
2020/9/18 18:51,41960.2745,0,
2020/9/19 3:48,41960.2291,0,
2020/9/19 17:51,41960.1613,0,
2020/9/20 3:41,41960.1156,0,
2020/9/20 14:32,41960.0652,0,
2020/9/21 4:20,41960.0089,0,
2020/9/21 14:40,41959.9671,0,
2020/9/22 4:00,41959.9164,0,
2020/9/22 15:14,41959.8757,0,
2020/9/23 13:13,41959.8048,0,
2020/9/23 14:56,41959.8001,0,
2020/9/24 13:21,41959.7417,0,
2020/9/24 14:58,41959.7384,0,
2020/9/25 13:29,41959.6907,0,
2020/9/25 15:12,41959.6877,0,
2020/9/26 3:16,41959.6678,0,
2020/9/26 15:20,41959.6498,0,
2020/9/26 18:03,41959.6473,0,
2020/9/27 15:28,41959.6293,0,
2020/9/28 12:09,41959.6215,0,
2020/9/28 17:57,41959.6204,0,
2020/9/29 12:17,41959.6237,0,
2020/9/29 17:49,41959.6262,0,
2020/9/30 12:25,41959.6414,0,
2020/9/30 14:08,41959.6431,0,
2020/10/1 1:23,41959.6581,0,
2020/10/1 13:18,41959.6755,0,
2020/10/2 12:35,41959.7231,0,
2020/10/2 14:24,41959.7273,0,
2020/10/3 2:28,41959.7553,0,
2020/10/3 11:05,41959.7774,0,
2020/10/4 12:56,41959.8536,0,
2020/10/4 14:40,41959.8597,0,
2020/10/5 2:43,41959.9054,0,
2020/10/5 13:04,41959.9433,0,
2020/10/6 1:08,41959.9909,0,
2020/10/6 21:49,41960.0771,0,
2020/10/7 1:16,41960.0923,0,
2020/10/7 19:30,41960.1765,0,
2020/10/8 11:49,41960.2571,0,
2020/10/8 13:28,41960.2654,0,
2020/10/9 11:52,41960.3817,0,
2020/10/9 13:36,41960.3906,0,
2020/10/9 23:12,41960.4435,0,
2020/10/10 22:30,41960.575,0,
2020/10/11 11:33,41960.652,0,
2020/10/11 21:54,41960.7132,0,
2020/10/11 23:20,41960.7215,0,
2020/10/12 12:16,41960.801,0,
2020/10/12 20:40,41960.8517,0,
2020/10/13 12:24,41960.9498,0,
2020/10/13 21:06,41961.004,0,
2020/10/14 0:28,41961.0254,0,
2020/10/14 21:09,41961.1564,0,
2020/10/15 10:56,41961.2444,0,
2020/10/15 23:00,41961.322,0,
2020/10/16 11:04,41961.3998,0,
2020/10/16 21:24,41961.4655,0,
2020/10/16 23:08,41961.476,0,
2020/10/17 20:50,41961.6123,0,
2020/10/17 23:16,41961.6267,0,
2020/10/18 11:20,41961.7006,0,
2020/10/18 21:40,41961.7632,0,
2020/10/18 23:24,41961.7726,0,
2020/10/19 21:48,41961.9072,0,
2020/10/20 12:29,41961.992,0,
2020/10/20 20:40,41962.0385,0,
2020/10/20 21:56,41962.0449,0,
2020/10/22 12:19,41962.2485,0,
2020/10/22 20:35,41962.2884,0,
2020/10/22 22:12,41962.2956,0,
2020/10/23 10:16,41962.3518,0,
2020/10/23 20:57,41962.4003,0,
2020/10/23 22:20,41962.4064,0,
2020/10/24 20:44,41962.4992,0,
2020/10/25 12:38,41962.5615,0,
2020/10/25 20:52,41962.5908,0,
2020/10/26 14:09,41962.649,0,
2020/10/26 21:00,41962.6673,0,
2020/10/27 8:26,41962.6994,0,
2020/10/27 17:41,41962.7227,0,
2020/10/27 21:08,41962.7313,0,
2020/10/28 12:14,41962.7648,0,
2020/10/29 9:53,41962.8038,0,
2020/10/29 17:57,41962.8146,0,
2020/10/29 19:40,41962.8169,0,
2020/10/30 19:48,41962.8393,0,
2020/10/31 11:20,41962.8465,0,
2020/10/31 19:56,41962.8459,0,
2020/11/1 14:31,41962.844,0,
2020/11/1 20:04,41962.8421,0,
2020/11/2 13:04,41962.8326,0,
2020/11/2 18:28,41962.8271,0,
2020/11/3 3:32,41962.8185,0,
